"V1" "V2" "V3" "V4" "V5" "V6"
"SV5541" "Bacteria" "Parcubacteria" "Candidatus_Moranbacteria" NA NA NA
"SV5542" NA NA NA NA NA NA
"SV5543" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Bdellovibrionales" "Bacteriovoracaceae" "Peredibacter"
"SV5544" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "DA101_soil_group" NA
"SV5545" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"SV5546" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "DEV007" NA
"SV5547" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Bdellovibrionales" "Bdellovibrionaceae" "Bdellovibrio"
"SV5548" "Eukaryota" NA NA NA NA NA
"SV5549" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" NA NA
"SV5550" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pasteurellales" "Pasteurellaceae" NA
"SV5551" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Chryseobacterium"
"SV5552" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV5553" "Bacteria" "Tenericutes" "Mollicutes" "Mollicutes_RF9" NA NA
"SV5554" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" "Tardiphaga"
"SV5555" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV5556" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "Acidimicrobiaceae" NA
"SV5557" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Alcaligenaceae" "Pigmentiphaga"
"SV5558" "Bacteria" "Actinobacteria" "Actinobacteria" "Frankiales" "Nakamurellaceae" "Nakamurella"
"SV5559" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Microbacteriaceae" "Glaciihabitans"
"SV5560" "Bacteria" "Proteobacteria" "Epsilonproteobacteria" "Campylobacterales" "Helicobacteraceae" "Sulfuricurvum"
"SV5561" "Bacteria" "Chloroflexi" "Ktedonobacteria" "C0119" NA NA
"SV5562" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Singulisphaera"
"SV5563" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIII" "FamilyI" "Tychonema"
"SV5564" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"SV5565" "Bacteria" "Proteobacteria" NA NA NA NA
"SV5566" "Bacteria" "Chloroflexi" "Thermomicrobia" "JG30-KF-CM45" NA NA
"SV5567" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae" NA
"SV5568" "Bacteria" "Actinobacteria" "Actinobacteria" "Frankiales" "Nakamurellaceae" "Nakamurella"
"SV5569" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminococcus_1"
"SV5570" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIII" "FamilyI" "Tychonema"
"SV5571" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Paenibacillaceae" "Paenibacillus"
"SV5572" "Bacteria" "Actinobacteria" "Actinobacteria" NA NA NA
"SV5573" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" NA
"SV5574" "Bacteria" "Chloroflexi" "Ktedonobacteria" "C0119" NA NA
"SV5575" "Bacteria" "Saccharibacteria" NA NA NA NA
"SV5576" NA NA NA NA NA NA
"SV5577" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Alteromonadales" "Alteromonadaceae" "Marinobacter"
"SV5578" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV5579" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Ferruginibacter"
"SV5580" "Eukaryota" NA NA NA NA NA
"SV5581" NA NA NA NA NA NA
"SV5582" "Bacteria" "TM6_(Dependentiae)" NA NA NA NA
"SV5583" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV5584" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV5585" NA NA NA NA NA NA
"SV5586" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruminococcaceae_UCG-010"
"SV5587" "Bacteria" "Deinococcus-Thermus" "Deinococci" "Deinococcales" "Deinococcaceae" "Deinococcus"
"SV5588" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Lutimonas"
"SV5589" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Planctomyces"
"SV5590" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" NA
"SV5591" "Bacteria" "Chlamydiae" "Chlamydiae" "Chlamydiales" "Parachlamydiaceae" "Candidatus_Protochlamydia"
"SV5592" "Eukaryota" NA NA NA NA NA
"SV5593" "Bacteria" NA NA NA NA NA
"SV5594" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV5595" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Flammeovirgaceae" "Fulvivirga"
"SV5596" "Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA
"SV5597" "Archaea" "Woesearchaeota_(DHVEG-6)" NA NA NA NA
"SV5598" "Bacteria" "Gemmatimonadetes" "BD2-11_terrestrial_group" NA NA NA
"SV5599" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" "Roseibacillus"
"SV5600" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Planctomyces"
"SV5601" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA
"SV5602" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Thiotrichales" "EV818SWSAP88" NA
"SV5603" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Saprospiraceae" NA
"SV5604" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Flammeovirgaceae" NA
"SV5605" "Bacteria" "Planctomycetes" "OM190" NA NA NA
"SV5606" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV5607" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Alteromonadales" "Colwelliaceae" "Colwellia"
"SV5608" "Bacteria" "Planctomycetes" "OM190" NA NA NA
"SV5609" "Bacteria" "Acidobacteria" "Subgroup_17" NA NA NA
"SV5610" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Schleiferiaceae" "Schleiferia"
"SV5611" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "BD7-8_marine_group" NA NA
"SV5612" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Erythrobacteraceae" "Altererythrobacter"
"SV5613" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" NA
"SV5614" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Labilithrix"
"SV5615" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Pirellula"
"SV5616" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Saprospiraceae" "Portibacter"
"SV5617" "Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA
"SV5618" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" NA
"SV5619" "Bacteria" "TM6_(Dependentiae)" NA NA NA NA
"SV5620" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV5621" "Bacteria" "Saccharibacteria" NA NA NA NA
"SV5622" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Alteromonadales" "Shewanellaceae" "Shewanella"
"SV5623" "Bacteria" NA NA NA NA NA
"SV5624" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV5625" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" NA NA
"SV5626" "Bacteria" "Proteobacteria" NA NA NA NA
"SV5627" "Bacteria" NA NA NA NA NA
"SV5628" NA NA NA NA NA NA
"SV5629" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Holosporaceae" NA
"SV5630" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" NA
"SV5631" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA
"SV5632" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV5633" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Peptococcaceae" "Peptococcus"
"SV5634" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Methylococcales" NA NA
"SV5635" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "OM1_clade" NA
"SV5636" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Oceanospirillales" "SS1-B-06-26" NA
"SV5637" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV5638" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "OM1_clade" NA
"SV5639" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Haliangiaceae" "Haliangium"
"SV5640" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Legionellaceae" "Legionella"
"SV5641" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "OM1_clade" NA
"SV5642" "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Blastocatellaceae_(Subgroup_4)" "Stenotrophobacter"
"SV5643" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV5644" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" NA
"SV5645" "Bacteria" "Chloroflexi" "KD4-96" NA NA NA
"SV5646" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Flammeovirgaceae" "Tunicatimonas"
"SV5647" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cyclobacteriaceae" "Algoriphagus"
"SV5648" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Bdellovibrionales" "Bdellovibrionaceae" "Bdellovibrio"
"SV5649" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Eubacteriaceae" "Anaerofustis"
"SV5650" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Bdellovibrionales" "Bacteriovoracaceae" "Peredibacter"
"SV5651" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Lachnospiraceae_NC2004_group"
"SV5652" "Bacteria" "Saccharibacteria" NA NA NA NA
"SV5653" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"SV5654" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV5655" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Porphyromonadaceae" "Barnesiella"
"SV5656" "Eukaryota" NA NA NA NA NA
"SV5657" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV5658" "Bacteria" "Chlamydiae" "Chlamydiae" "Chlamydiales" "Simkaniaceae" NA
"SV5659" "Bacteria" NA NA NA NA NA
"SV5660" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA
"SV5661" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Bdellovibrionales" "Bdellovibrionaceae" "Bdellovibrio"
"SV5662" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV5663" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV5664" "Bacteria" "Proteobacteria" NA NA NA NA
"SV5665" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "Xiphinematobacteraceae" "Candidatus_Xiphinematobacter"
"SV5666" "Bacteria" "Chloroflexi" "KD4-96" NA NA NA
"SV5667" "Bacteria" "TM6_(Dependentiae)" NA NA NA NA
"SV5668" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Bdellovibrionales" "Bacteriovoracaceae" "Peredibacter"
"SV5669" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Prevotellaceae" "Prevotella_7"
"SV5670" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae_1" "Clostridium_sensu_stricto_1"
"SV5671" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV5672" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "01D2Z36" NA
"SV5673" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Paenibacillaceae" "Paenibacillus"
"SV5674" "Bacteria" "Chloroflexi" "KD4-96" NA NA NA
"SV5675" "Bacteria" "Cyanobacteria" "ML635J-21" NA NA NA
"SV5676" "Bacteria" "Cyanobacteria" NA NA NA NA
"SV5677" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV5678" "Bacteria" "Proteobacteria" NA NA NA NA
"SV5679" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV5680" "Eukaryota" NA NA NA NA NA
"SV5681" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV5682" "Bacteria" "Fusobacteria" "Fusobacteriia" "Fusobacteriales" "Leptotrichiaceae" "Streptobacillus"
"SV5683" "Bacteria" "Tenericutes" "Mollicutes" "Mollicutes_RF9" NA NA
"SV5684" NA NA NA NA NA NA
"SV5685" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillales_Incertae_Sedis" "Reyranella"
"SV5686" "Bacteria" "Verrucomicrobia" "Opitutae" "Opitutae_vadinHA64" NA NA
"SV5687" "Bacteria" "Actinobacteria" "Thermoleophilia" NA NA NA
"SV5688" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Isosphaera"
"SV5689" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Legionellaceae" "Legionella"
"SV5690" "Bacteria" NA NA NA NA NA
"SV5691" "Eukaryota" NA NA NA NA NA
"SV5692" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" NA NA
"SV5693" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Oceanospirillales" "Oceanospirillaceae" "Pseudohongiella"
"SV5694" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Rhodopirellula"
"SV5695" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" NA NA
"SV5696" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIV" "FamilyI" "Nodularia"
"SV5697" "Bacteria" "TM6_(Dependentiae)" NA NA NA NA
"SV5698" "Eukaryota" NA NA NA NA NA
"SV5699" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIII" "FamilyI" "Tychonema"
"SV5700" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV5701" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Methylococcales" "Methylococcaceae" NA
"SV5702" NA NA NA NA NA NA
"SV5703" "Eukaryota" NA NA NA NA NA
"SV5704" NA NA NA NA NA NA
"SV5705" "Eukaryota" NA NA NA NA NA
"SV5706" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Tyzzerella_3"
"SV5707" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" NA NA
"SV5708" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV5709" "Bacteria" NA NA NA NA NA
"SV5710" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV5711" "Bacteria" NA NA NA NA NA
"SV5712" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionI" "FamilyI" "Synechococcus"
"SV5713" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "OM1_clade" NA
"SV5714" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV5715" "Bacteria" "Deinococcus-Thermus" "Deinococci" "Deinococcales" "Deinococcaceae" "Deinococcus"
"SV5716" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIII" "FamilyI" "Spirulina"
"SV5717" "Bacteria" NA NA NA NA NA
"SV5718" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "P3OB-42" NA
"SV5719" "Eukaryota" NA NA NA NA NA
"SV5720" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "Sva0996_marine_group" NA
"SV5721" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" NA
"SV5722" "Bacteria" "Actinobacteria" "OPB41" NA NA NA
"SV5723" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Archangiaceae" "Anaeromyxobacter"
"SV5724" "Bacteria" NA NA NA NA NA
"SV5725" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Lachnospiraceae_UCG-010"
"SV5726" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Pir4_lineage"
"SV5727" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionI" "FamilyI" "UCYN-C"
"SV5728" "Bacteria" "Saccharibacteria" NA NA NA NA
"SV5729" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV5730" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Pseudomonadaceae" "Pseudomonas"
"SV5731" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Oceanospirillales" "Oceanospirillaceae" "Marinomonas"
"SV5732" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Alteromonadales" "Alteromonadaceae" "Marinobacter"
"SV5733" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Chitinophaga"
"SV5734" "Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Veillonellaceae" "Veillonella"
"SV5735" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Subsaxibacter"
"SV5736" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV5737" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides"
"SV5738" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Anaplasmataceae" "Wolbachia"
"SV5739" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" "Gaiellaceae" "Gaiella"
"SV5740" "Bacteria" NA NA NA NA NA
"SV5741" "Eukaryota" NA NA NA NA NA
"SV5742" "Bacteria" "Elusimicrobia" "Elusimicrobia" "Lineage_IV" NA NA
"SV5743" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" NA NA
"SV5744" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Coxiellaceae" "Aquicella"
"SV5745" "Bacteria" "Chloroflexi" "KD4-96" NA NA NA
"SV5746" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Paenibacillaceae" NA
"SV5747" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" "Haloferula"
"SV5748" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Blastopirellula"
"SV5749" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pasteurellales" "Pasteurellaceae" "Actinobacillus"
"SV5750" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Rhodopirellula"
"SV5751" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "Methylocapsa"
"SV5752" "Eukaryota" NA NA NA NA NA
"SV5753" "Bacteria" "Chlamydiae" "Chlamydiae" "Chlamydiales" "Simkaniaceae" NA
"SV5754" "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" "Thermomarinilinea"
"SV5755" "Bacteria" "Chlamydiae" "Chlamydiae" "Chlamydiales" "cvE6" NA
"SV5756" "Bacteria" NA NA NA NA NA
"SV5757" "Bacteria" "Microgenomates" "Candidatus_Woesebacteria" NA NA NA
"SV5758" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Thiotrichales" "Thiotrichaceae" NA
"SV5759" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Planctomyces"
"SV5760" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Oligoflexales" "Oligoflexaceae" NA
"SV5761" NA NA NA NA NA NA
"SV5762" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Legionellaceae" "Legionella"
"SV5763" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" NA
"SV5764" "Bacteria" "TM6_(Dependentiae)" NA NA NA NA
"SV5765" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillales_Incertae_Sedis" "Candidatus_Alysiosphaera"
"SV5766" "Bacteria" "Actinobacteria" "MB-A2-108" NA NA NA
"SV5767" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" NA
"SV5768" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" "Solobacterium"
"SV5769" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV5770" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV5771" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV5772" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "HTA4" NA NA
"SV5773" "Bacteria" "FBP" NA NA NA NA
"SV5774" "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Blastocatellaceae_(Subgroup_4)" NA
"SV5775" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Prevotellaceae" "Alloprevotella"
"SV5776" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "Chthoniobacteraceae" "Chthoniobacter"
"SV5777" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV5778" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV5779" "Bacteria" "TM6_(Dependentiae)" NA NA NA NA
"SV5780" "Bacteria" "Saccharibacteria" NA NA NA NA
"SV5781" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV5782" "Bacteria" NA NA NA NA NA
"SV5783" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" NA NA
"SV5784" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "P3OB-42" NA
"SV5785" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV5786" "Bacteria" "Actinobacteria" "Actinobacteria" "Corynebacteriales" "Nocardiaceae" "Williamsia"
"SV5787" "Eukaryota" NA NA NA NA NA
"SV5788" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV5789" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Oxalobacteraceae" "Duganella"
"SV5790" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacterium"
"SV5791" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Legionellaceae" "Legionella"
"SV5792" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV5793" "Bacteria" "Actinobacteria" "Coriobacteriia" "Coriobacteriales" "Coriobacteriaceae" "Senegalimassilia"
"SV5794" "Eukaryota" NA NA NA NA NA
"SV5795" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Cellvibrionales" "Cellvibrionaceae" "Aestuariicella"
"SV5796" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Cellvibrionales" "Cellvibrionaceae" "Simiduia"
"SV5797" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhodobiaceae" "Rhodoligotrophos"
"SV5798" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" NA NA
"SV5799" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" NA
"SV5800" "Bacteria" "Actinobacteria" NA NA NA NA
"SV5801" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Oligoflexales" "Oligoflexaceae" NA
"SV5802" "Bacteria" "Proteobacteria" "Betaproteobacteria" "SC-I-84" NA NA
"SV5803" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Legionellaceae" "Legionella"
"SV5804" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "Xiphinematobacteraceae" "Candidatus_Xiphinematobacter"
"SV5805" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Moraxellaceae" "Acinetobacter"
"SV5806" "Bacteria" "Chloroflexi" NA NA NA NA
"SV5807" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"SV5808" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"SV5809" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae_1" "Clostridium_sensu_stricto_1"
"SV5810" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Legionellaceae" "Legionella"
"SV5811" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfurellales" "Desulfurellaceae" "H16"
"SV5812" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Holosporaceae" NA
"SV5813" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae_1" "Clostridium_sensu_stricto_1"
"SV5814" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Pirellula"
"SV5815" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" NA NA
"SV5816" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" "Haloferula"
"SV5817" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Mariniflexile"
"SV5818" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiales_vadinBB60_group" NA
"SV5819" "Bacteria" "Chlamydiae" "Chlamydiae" "Chlamydiales" "Parachlamydiaceae" NA
"SV5820" "Bacteria" NA NA NA NA NA
"SV5821" "Eukaryota" NA NA NA NA NA
