"7CBY-SWAB" "9CBY-SWAB" "G001" "G002" "G003" "G004" "G005" "G006" "G007" "G008" "G009" "G010" "G011" "G012" "G013" "G014" "G015" "G016" "G017" "G018" "G019" "G020" "G021" "G022" "G023" "G024" "G025" "G026" "G027" "G028" "G029" "G030" "G031" "G032" "G033" "G034" "G035" "G036" "G037" "G038" "G039" "G040" "G041" "G042" "G043" "G044" "G045" "G046" "G047" "G048" "G049" "G050" "G051" "G052" "G053" "G054" "G055" "G056" "G057" "G058" "G059" "G060" "G061" "G062" "G063" "G064" "G065" "G066" "G067" "G068" "G069" "G070" "G071" "G072" "G073" "G074" "G075" "G076" "G077" "G078" "G079" "G080" "G081" "G082" "G083" "G084" "G085" "G086" "G087" "G088" "G089" "G090" "G091" "G092" "G093" "G094" "G095" "G096" "G097" "G098" "G099" "G100" "G101" "G102" "G103" "G104" "G105" "G106" "G107" "G108" "G109" "G110" "G111" "G112" "G113" "G114" "G115" "G116" "G117" "G118" "G119" "G120" "G121" "G122" "G123" "G124" "G125" "G126" "G127" "G128" "G129" "G130" "G131" "G132" "G133" "G134" "G135" "G136" "G137" "G138" "G139" "G140" "G141" "G142" "G143" "G144" "G145" "G47BY-SWAB" "G67BY-SWAB" "LABY-SWAB" "MC1" "MC2" "NEG1" "NEG2" "NEG3" "TFBY-SWAB" "XCBY-SWAB" "ZABY-SWAB"
"SV31" 0 0 190 7 121 461 785 0 163 108 1291 297 116 0 0 373 103 86 239 808 112 376 0 285 17 316 0 460 626 0 0 156 155 174 526 0 788 169 897 0 0 0 506 864 131 0 227 40 97 95 862 67 29 178 722 77 19 11 20 124 0 460 0 0 176 13 266 422 322 72 766 366 74 140 27 0 45 63 190 0 67 127 101 89 417 62 57 577 60 0 14 0 0 0 0 1064 343 15 7 0 0 0 0 71 517 502 130 48 281 93 259 221 12 504 76 0 37 156 250 20 0 0 0 31 0 131 207 58 24 51 1081 179 83 166 773 14 305 214 25 857 225 189 56 290 90 29 0 58 43 0 0 0 0 0 0 0 9 0
"SV32" 0 86 0 38 0 0 0 0 148 0 3 364 0 143 1274 9 12 0 0 4 5 31 22 0 24 120 0 148 18 0 26 339 5 0 128 0 628 0 0 22 18 2 0 40 15 2180 0 60 0 0 0 123 0 0 172 305 5002 56 0 2742 34 13 0 12 61 48 0 5 472 117 262 1589 77 7 0 145 0 6 19 179 39 590 34 26 55 0 7 119 17 0 0 0 3 218 10 0 15 0 0 0 947 110 340 104 0 72 64 24 44 3 15 24 76 0 33 28 288 0 0 8 1167 0 0 0 9 0 9 0 8 0 0 18 13 43 65 306 14 31 3 3 16 14 0 0 6 20 5449 71 647 0 0 0 0 0 0 0 0 45
"SV33" 0 0 0 0 0 0 0 0 0 0 0 1189 0 0 0 0 0 0 136 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1159 0 0 0 0 518 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2947 0 0 173 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 59 0 15336 0 0 0 0 0 0 0 0 825 0 0 0 0 66 0 0 0 532 62 0 0 0 0 0 0 421 0 0 0 0 0 0 0 0 0 0 0 0 0 4727 0 0 0 0 0 0 0 0 0 0 0 0
"SV34" 0 0 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 85 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 65 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 27070 424 0 0 55 0 0 294 0 0 0 0 0 0 0 0 0 0 0 0
"SV35" 0 19 0 3236 82 31 18 0 0 0 15 0 0 0 55 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 128 0 0 0 0 0 0 23 0 0 126 0 0 0 0 20 0 52 0 0 0 0 0 0 1311 0 0 10 30 719 0 0 0 15 0 3061 210 24 36 100 41 5153 0 0 0 52 850 35 0 0 0 0 15 13 30 899 5207 0 0 0 1361 0 0 0 0 0 0 2 5 0 23 1116 0 239 3 0 8 0 117 7 328 63 0 0 7 0 0 0 0 0 0 0 0 0 0 10 368 4 0 14 4 20 93 177 0 215 0 107 0 0 25 118 126 0 349 20 0 372 0 0 0 0 0 89 94 0
"SV36" 0 0 0 0 0 0 0 0 0 14 0 0 0 0 74 0 0 0 0 0 0 0 1147 0 874 0 130 0 0 834 144 0 0 0 0 3045 0 58 0 344 1456 314 0 78 0 0 0 729 0 0 0 0 0 0 1313 0 0 0 0 0 811 0 974 59 194 414 0 0 0 0 0 0 0 0 0 1654 0 0 0 556 0 0 0 0 0 0 0 0 0 0 0 1686 173 0 107 0 0 0 0 1847 192 1134 211 0 0 0 0 29 0 0 0 0 0 0 0 198 1898 399 0 31 1819 362 158 0 753 0 0 0 257 142 0 0 0 0 0 0 0 0 0 0 0 0 0 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SV37" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 15470 10209 0 0 0 0 0 0
"SV38" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14713 10624 0 0 0 0 0 0
"SV39" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42 0 0 0 0 0 0 0 0 0 1013 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23208 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SV40" 2069 392 0 0 3 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 93 444 0 0 0 0 0 0 0 0 0 21 11 0 0 0 10 12 0 4 0 0 0 0 46 0 0 0 0 0 6 0 13 18 0 0 0 0 5 14 0 0 0 0 0 0 473 6 0 0 0 0 0 0 0 6 0 0 0 0 0 52 0 7 0 0 0 32 0 0 57 78 77 0 0 0 0 0 0 10 151 27 5 27 0 8 0 0 0 7 0 0 7 27 0 0 0 0 0 6 0 0 0 625 43 10 0 0 0 23 0 0 0 10 0 0 0 0 0 19 0 0 0 0 0 45 3525 3527 472 0 0 0 0 0 751 10046 516
"SV41" 805 0 0 0 0 0 0 0 91 0 237 0 14 0 37 0 20 0 12 0 0 0 0 79 0 43 61 0 0 0 0 214 37 0 577 0 0 2938 8 33 18 4 0 258 21 0 10 0 0 75 0 0 0 0 649 252 4290 33 0 3370 0 0 3 15 0 0 8 0 262 262 424 0 85 0 0 0 6 0 0 0 29 0 0 758 0 0 0 0 0 0 0 0 0 0 4 292 955 0 0 0 0 0 0 0 0 0 0 0 2688 0 0 229 0 0 0 0 0 0 0 0 0 0 0 0 0 120 0 205 0 0 0 5 0 0 0 3257 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 36
"SV42" 0 780 0 519 39 0 0 5 31 17 17 0 0 0 2193 12 0 0 181 14 0 0 0 0 0 55 108 0 0 0 2781 111 69 7 0 0 0 0 0 44 40 8 131 0 0 7 0 435 0 0 0 0 0 705 1608 34 147 0 0 0 25 1834 0 0 0 0 0 794 0 0 0 0 176 864 0 96 35 62 50 0 29 0 0 0 0 0 0 258 730 0 0 0 65 11 0 0 0 0 19 0 7 0 135 447 0 481 0 0 266 0 34 91 0 0 0 0 0 0 0 0 702 0 0 0 29 0 0 4 61 0 31 82 0 0 569 315 0 76 0 219 15 219 46 565 3008 0 498 37 0 163 0 0 0 0 0 0 38 29
"SV43" 630 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1974 20 0 0 0 0 0 151 19679 6
"SV44" 0 0 0 0 0 0 0 0 0 0 0 25 0 0 439 37 0 0 0 0 0 0 420 0 41 0 672 0 0 384 687 50 0 0 0 1199 0 0 0 999 3071 649 0 0 0 0 0 1113 0 0 0 0 0 0 571 0 0 0 0 0 1166 0 706 146 0 102 0 0 0 0 0 0 0 0 0 744 0 0 0 145 0 0 0 0 0 0 0 0 0 0 0 562 204 57 237 0 0 0 0 466 952 2639 434 0 0 0 10 315 0 0 0 0 0 0 0 393 489 153 0 0 366 666 353 0 252 0 0 0 281 74 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 76 0 0 0 0 0 0 0 0 0 0 0
"SV45" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21254 36 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 27 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 383 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0
"SV46" 0 0 0 0 0 0 0 0 0 17 11 3 6 21 0 40 0 0 0 0 0 0 20 15 0 0 0 0 110 3 0 20 661 0 0 9 0 0 0 0 0 0 0 0 118 0 16 0 8 0 6 0 0 0 122 0 20 0 0 0 198 0 0 0 7 0 13 18 0 0 0 0 0 25 0 182 0 0 0 0 21 0 9 0 0 0 0 734 0 0 0 0 0 0 7 0 0 0 0 0 20 0 129 0 0 328 51 0 0 0 0 0 39 0 8 0 0 0 0 0 279 0 0 0 88 0 0 5 0 0 0 0 14 0 0 16 0 0 0 0 0 0 0 0 0 0 874 0 0 16671 0 0 0 0 0 0 0 0
"SV47" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18743 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SV48" 26 0 0 0 112 0 0 61 0 2 0 0 0 0 3874 115 4 4 368 4 0 0 0 0 0 81 1140 0 0 0 0 26 0 0 31 0 0 1316 0 6 162 0 0 0 0 0 33 171 0 0 0 0 0 6231 1477 3 0 0 0 0 0 142 0 0 0 0 0 0 0 0 0 0 0 0 0 0 948 0 0 0 0 0 36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 57 571 0 0 0 0 0 0 169 0 0 24 0 0 0 0 0 0 0 0 361 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 113 0 0 512 0 0 0 0 0 0 0 0 0 0 0 0 0
"SV49" 0 0 0 0 0 0 0 0 0 0 0 2515 0 0 64 0 0 0 0 0 0 0 11 0 0 0 79 0 0 0 138 0 0 0 0 185 0 0 0 0 123 40 0 0 0 0 0 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10557 0 0 138 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 1174 0 239 0 0 0 0 0 0 2268 0 0 0 12 0 8 0 0 0 0 0 0 0 80 0 0 0 0 0 0 0 0 0 101 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SV50" 0 0 0 0 0 0 0 0 0 0 0 0 17682 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SV51" 0 472 0 239 0 0 11 0 0 0 0 0 0 0 41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 6 0 0 9 0 0 0 0 23 0 0 0 0 0 0 0 0 678 0 0 0 0 0 0 0 0 0 0 177 22 0 0 0 0 11805 0 4 0 0 11 0 0 0 0 0 0 0 0 0 617 0 0 0 27 0 0 0 0 0 0 0 0 7 10 488 0 108 0 0 0 0 0 0 739 20 0 0 0 0 0 0 0 0 0 4 0 0 0 42 21 0 15 0 0 0 53 201 0 6 0 19 10 4 16 43 0 0 45 77 0 573 0 0 0 0 0 93 51 42
"SV52" 3519 236 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 10 6 0 13 19 0 0 7 0 0 0 0 0 0 0 15 0 0 0 0 0 0 13 0 0 20 0 0 0 0 0 0 3 3 0 0 0 0 0 0 0 11 34 3 0 0 0 0 0 110 3 0 3 0 0 0 0 0 0 0 6 0 0 0 0 0 7 0 0 0 15 0 0 12 96 0 0 10 0 0 0 0 11 13 10 0 9 29 0 0 0 0 17 0 0 5 0 14 0 0 9 0 7 8 0 0 150 0 0 0 0 0 6 0 0 0 9 0 0 0 0 0 324 0 0 0 0 0 0 7591 247 285 0 0 0 0 0 713 2738 265
"SV53" 0 0 95 0 0 0 298 0 76 94 274 71 145 20 0 99 0 0 66 124 0 173 505 43 243 43 0 70 98 160 0 54 0 54 0 583 145 195 138 63 506 51 0 131 68 0 0 251 0 0 104 0 0 37 712 50 0 0 0 97 570 182 376 93 112 177 142 0 51 83 45 281 0 63 0 1024 0 0 0 130 0 59 88 0 64 0 0 266 0 0 0 769 325 0 59 124 0 0 0 483 335 175 139 0 85 263 38 0 0 0 56 0 0 124 0 0 987 354 0 0 0 146 72 0 550 0 57 0 123 57 142 188 0 0 193 0 45 0 0 142 96 97 44 0 68 194 0 0 0 0 0 0 0 0 0 0 0 0
"SV54" 0 0 0 0 153 0 0 0 76 1308 168 682 1486 0 0 0 141 0 0 11 0 135 80 93 45 303 26 31 66 0 0 32 0 0 37 87 0 243 70 21 53 0 29 107 0 0 0 31 0 0 0 0 0 0 139 0 0 0 7 41 0 136 229 18 0 6192 0 0 0 7 0 0 39 1094 0 234 10 0 41 36 159 42 46 105 260 13 0 0 14 0 233 79 353 8 0 32 36 0 0 29 0 0 0 0 19 118 148 10 0 0 0 0 0 0 0 0 15 32 0 0 0 0 116 0 0 60 0 0 38 26 21 138 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SV55" 0 1565 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 1294 12558 0 0 0 0 0 0 387 0 0
"SV56" 0 0 0 0 0 0 746 0 0 0 444 0 0 0 4 180 0 0 0 0 0 205 143 0 208 0 0 129 0 43 0 61 0 0 197 436 91 145 132 160 1503 6 0 0 0 0 0 400 0 71 0 0 15 0 219 0 0 0 0 0 651 0 977 111 1398 453 0 0 45 70 97 201 0 120 0 242 0 0 0 45 0 0 0 0 0 23 0 134 0 3 0 340 79 0 0 141 142 69 3 927 165 173 82 0 0 143 63 0 177 66 0 0 0 51 0 37 279 253 0 0 0 251 262 0 191 0 0 0 56 11 131 651 0 58 86 0 0 90 0 0 92 321 0 71 141 51 66 0 0 2 0 0 0 0 0 0 0 0
"SV57" 0 177 0 15 0 0 0 0 12 0 0 0 0 0 2785 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 2059 104 10 0 0 0 0 14 0 0 0 0 0 4 0 0 0 88 0 0 0 0 0 137 1017 0 395 0 0 0 0 468 0 0 0 0 0 48 0 0 0 0 45 0 0 0 69 11 0 0 6 0 58 0 0 0 0 0 33 0 0 0 15 0 0 5 3 0 4 0 14 55 11 0 0 0 0 0 166 0 0 0 43 0 0 0 0 0 0 0 103 0 0 0 0 0 0 0 0 0 0 0 0 0 402 6047 0 0 0 20 0 25 4 19 38 0 49 49 0 385 0 0 0 0 0 0 37 39
"SV58" 0 3300 0 15 0 0 0 13 695 3 0 0 0 0 837 0 0 0 26 0 0 0 0 0 0 27 55 0 0 0 0 0 0 0 0 0 0 0 0 27 27 0 8 6 14 0 0 72 0 6 0 0 0 29 630 7 2991 0 3 15 0 71 0 0 0 0 0 24 0 0 0 0 0 0 0 24 267 11 0 0 15 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 6 0 68 64 19 81 0 170 0 6 149 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 485 1713 0 0 0 16 42 0 70 171 0 0 35 79 43 1697 0 0 0 0 0 19 281 242
"SV59" 0 1978 0 91 0 0 0 0 129 0 0 0 0 15 185 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1728 119 6 0 0 0 0 0 0 0 0 0 0 22 0 0 0 500 0 0 0 0 0 162 888 6 884 0 0 0 0 298 0 0 0 0 0 0 0 4 0 0 19 295 0 60 0 0 66 0 21 0 0 0 22 0 0 136 553 0 0 0 0 0 0 0 0 0 0 0 0 0 21 143 0 0 16 0 54 0 0 0 513 0 0 0 0 0 0 0 161 0 0 0 0 0 0 9 0 0 0 0 0 0 91 3277 0 0 0 39 32 91 19 63 140 9 221 128 7 732 0 0 0 0 0 181 168 90
"SV60" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14169 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SV61" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7917 6140 0 0 0 0 0 0
"SV62" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13957 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SV63" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 84 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 137 0 0 0 0 0 0 0 0 0 0 0 0 0 0 216 0 0 0 0 0 0 0 0 0 108 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 130 0 0 0 0 0 0 0 0 0 1497 0 183 0 0 69 60 60 0 0 0 0 0 195 290 0 553 0 460 0 189 0 176 0 0 1808 0 132 0 0 1784 250 119 185 641 224 489 0 457 73 0 0 1699 0 397 183 0 0 567 0 0 513 0 0 0 0 0 0 0 0 0 0 0
"SV64" 0 0 0 0 502 1206 853 0 16 213 0 893 0 0 0 0 0 821 315 213 14 23 0 130 0 288 0 0 244 0 0 134 10 103 78 0 35 0 205 0 0 0 31 453 188 0 0 0 0 29 13 0 0 189 0 17 0 0 0 553 0 0 0 0 0 0 38 0 178 0 236 117 0 73 0 0 411 86 0 0 0 8 0 33 0 0 0 0 40 0 0 0 0 14 0 32 16 38 0 0 0 0 0 165 0 622 0 0 0 9 0 0 0 1849 47 0 0 0 0 59 0 0 0 90 0 0 0 0 0 0 0 0 163 152 0 0 68 496 0 249 0 0 21 514 0 300 0 0 0 0 0 0 0 0 0 0 0 0
"SV65" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35 0 0 0 0 0 0 0 0 0 0 0 0
"SV66" 0 0 0 0 31 0 145 5 17 18 22 25 33 0 0 13 0 0 33 30 6 15 408 0 147 0 107 38 11 140 24 24 0 15 34 1395 18 86 25 97 1182 72 51 13 21 0 0 308 0 0 49 0 0 0 1155 15 0 0 0 6 783 0 327 18 47 171 13 48 17 23 19 51 0 23 0 970 7 0 0 13 0 0 9 0 0 0 0 194 5 0 0 620 218 0 29 27 18 0 0 431 131 383 69 0 0 16 11 36 0 20 7 0 0 0 0 47 1590 250 0 0 28 98 157 0 289 27 8 0 51 36 14 31 0 0 19 0 0 0 0 7 20 10 15 22 9 51 23 0 0 0 0 0 0 0 0 0 0 0
"SV67" 0 0 0 0 0 27 509 8 42 18 328 0 66 0 0 197 0 10 10 20 0 21 0 42 405 139 0 159 543 0 0 0 16 30 62 0 214 0 71 0 18 0 131 79 16 0 27 8 44 5 71 0 0 79 153 171 0 0 6 42 0 20 105 92 128 49 61 58 52 20 443 400 0 136 0 12 15 0 41 0 0 65 2 13 91 19 80 159 107 0 0 11 12 0 0 284 80 33 0 0 0 0 12 123 537 1022 26 10 91 199 464 88 0 185 0 93 85 395 217 80 0 0 8 50 37 0 220 91 13 11 549 317 92 116 404 18 130 144 0 48 142 123 75 33 308 12 0 0 0 9 0 0 0 0 0 0 0 0
"SV68" 0 0 185 0 0 0 0 0 0 0 147 0 0 0 0 0 1146 0 0 0 0 59 0 236 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 51 0 223 0 844 141 0 0 0 0 0 0 0 0 0 0 0 2444 0 0 0 756 0 139 0 0 0 0 1762 0 1097 0 0 0 0 0 0 0 0 0 0 2076 0 0 0 0 864 0 0 0 0 0 0 0 91 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 323 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 293 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SV69" 0 157 0 2536 14 0 12 16 5 0 0 0 0 0 133 0 0 0 11 0 10 0 0 0 0 0 0 0 0 0 431 17 22 0 0 0 0 0 0 25 0 0 15 0 0 0 0 133 0 0 0 0 0 128 101 0 519 0 0 0 0 108 0 0 0 0 0 548 12 0 0 9 0 3467 0 23 0 15 95 0 14 0 0 0 0 8 0 94 553 0 0 0 82 0 0 0 0 0 0 0 7 47 39 395 0 188 0 0 0 0 11 0 202 31 0 0 0 0 0 0 150 0 0 0 0 0 0 13 124 0 11 31 0 0 324 661 0 24 0 156 0 0 0 26 169 0 114 46 0 278 0 0 0 0 0 27 31 24
"SV70" 0 147 0 1034 21 8 23 0 0 0 5 0 0 0 222 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 29 0 0 0 0 0 0 0 0 0 17 0 0 0 0 89 0 0 0 0 0 10 1857 0 5 0 0 0 26 1534 0 0 0 0 0 236 0 2 7 8 61 1272 0 0 0 59 84 6 0 0 0 0 0 0 4 680 565 0 0 0 34 0 0 0 0 0 0 0 0 12 15 6 0 21 0 0 0 0 43 21 63 9 0 0 0 0 0 0 140 0 0 0 0 0 0 0 218 0 0 18 0 6 83 66 3 34 0 466 3 19 4 95 2264 0 42 23 0 87 0 0 0 0 0 6 18 0
